lead_id,company_name,industry_code,industry_name,lead_source,product_interest,inquiry_text,office_country,created_at,last_contacted_at,company_size,annual_revenue,lead_score,pages_viewed,requested_demo,sales_notes,constant_source,converted
50853,Summit Solutions,MEDIA,Media,Cold email,Marketing automation,Comparing vendors for marketing automation after a failed CRM rollout,Great Britain,2025-12-20,2025-08-25,361,5714739.99,76.7,4,0,,crm_export,0
50854,Summit Group,TECH,Technology,Referral,Data warehouse,Looking for data warehouse for a finance team before Q1,France,2025-02-16,2025-07-08,28,4149518.25,55.5,7,0,,crm_export,1
50855,Nova Solutions,FIN,Finance,LinkedIn,CRM integration,Needs help replacing legacy warehouse with crm integration,Germany,2023-07-28,2023-11-22,113,16410521.03,54.6,5,0,,crm_export,1
50856,Summit Analytics,TRVL,Travel,Cold email,Marketing automation,Wants a demo focused on lead scoring and integration options,Australia,2021-02-23,2021-08-24,1096,25825095.08,100.0,3,0,follow up next quarter,crm_export,0
50857,Acme Analytics,RETL,Retail,Paid search,Marketing automation,Looking for marketing automation for a sales team before Q4,Canada,2024-10-20,2024-03-04,51,12112020.12,72.5,5,0,,crm_export,1
50858,Vertex Labs,HLTH,Healthcare,Partner,Forecasting dashboard,"Procurement requested details about reporting, pricing, and security",India,2024-04-05,2024-03-24,64,3963071.81,48.6,6,1,,crm_export,0
50859,Nimbus Group,MFG,Manufacturing,Webinar,Analytics platform,Needs help replacing legacy spreadsheet with analytics platform,Italia,2022-06-05,2022-09-24,20,40263922.3,87.8,6,0,follow up next quarter,crm_export,1
50860,BluePeak Group,HLTH,Healthcare,Cold email,CRM integration,Looking for crm integration for a finance team before Q1,Germany,2021-12-27,2021-04-19,20,3801411.19,39.7,4,0,asked about pricing,crm_export,0
50861,Vertex Analytics,HLTH,Healtcare,Website,Marketing automation,Needs help replacing legacy BI tool with marketing automation,Australia,2021-02-10,2021-05-14,33,4284154.65,63.3,4,0,follow up next quarter,crm_export,0
50862,Vertex Analytics,MEDIA,Media,,Security audit,Wants a demo focused on forecasting and integration options,India,2025-03-15,2025-08-05,49,6158081.75,75.8,6,1,,crm_export,1
50863,BluePeak Systems,FIN,Finance,Webinar,Marketing automation,Needs help replacing legacy BI tool with marketing automation,Germany,2021-03-03,2021-03-20,104,3386888.59,69.9,8,0,,crm_export,0
50864,Nova Analytics,RETL,Retail,Website,CRM integration,Asked about pricing for crm integration and onboarding support,Germany,2024-06-27,2024-11-03,262,6435232.02,51.0,2,0,,crm_export,1
50865,Nova Systems,HLTH,Healthcare,Website,Customer data platform,Needs help replacing legacy BI tool with customer data platform,France,2021-02-25,2021-02-14,18,117239055.14,42.3,5,1,,crm_export,1
50866,Nova Group,TRVL,Travel,Cold email,CRM integration,Comparing vendors for crm integration after a failed CRM rollout,Canada,2023-03-07,2023-05-15,67,32055370.02,69.0,5,0,,crm_export,1
50867,Summit Group,MEDIA,Media,Partner,Security audit,"Procurement requested details about reporting, pricing, and security",Brasil,2023-11-07,2023-12-12,38,8081496.67,77.1,6,0,NA,crm_export,0
50868,BluePeak Group,EDU,Education,Partner,CRM integration,Wants a demo focused on forecasting and integration options,Spain,2023-02-18,2023-01-18,23,7076590.06,45.4,2,1,asked about pricing,crm_export,0
50869,Vertex Analytics,MFG,Manufacturing,Cold email,Analytics platform,Looking for analytics platform for a sales team before Q3,Deutschland,2021-06-05,2021-03-12,80,9210387.04,49.0,5,0,,crm_export,1
50870,Summit Labs,TRVL,Travel,Referral,Analytics platform,Looking for analytics platform for a data team before Q1,Deutschland,2025-06-15,2025-10-07,6,1651730.65,73.0,7,0,asked about pricing,crm_export,1
50871,BluePeak Group,TECH,Technology,Webinar,Customer data platform,Needs help replacing legacy warehouse with customer data platform,Italia,2024-05-16,2024-04-12,81,1488208.69,66.7,4,0,follow up next quarter,crm_export,0
50872,Nova Labs,MFG,Manufacturing,Conference,Analytics platform,Wants a demo focused on lead scoring and integration options,United States of America,2023-12-17,2023-10-16,1390,22152958.42,48.1,5,1,follow up next quarter,crm_export,1
50873,Acme Solutions,TRVL,Travel,Website,Marketing automation,Needs help replacing legacy BI tool with marketing automation,United Kingdom,2021-09-18,2021-11-17,12,,76.3,11,0,,crm_export,1
50874,Vertex Labs,RETL,Retail,Paid search,Marketing automation,Needs help replacing legacy CRM with marketing automation,Australia,2023-04-03,2023-04-10,238,12520012.54,25.1,7,0,,crm_export,0
50875,Summit Solutions,FIN,Finance,,Analytics platform,Needs help replacing legacy spreadsheet with analytics platform,Italy,2021-09-16,2021-11-22,55,1981425.84,61.9,2,0,,crm_export,1
50876,Summit Systems,HLTH,Healthcare,Conference,Marketing automation,Asked about pricing for marketing automation and onboarding support,USA,2022-12-04,2022-08-02,308,2012989.29,76.7,6,1,asked about pricing,crm_export,0
50877,BluePeak Analytics,TECH,Technology,Cold email,Customer data platform,Asked about pricing for customer data platform and onboarding support,Great Britain,2023-09-07,2023-06-20,168,60934836.42,48.6,7,1,,crm_export,1
50878,Nova Systems,TECH,Technology,Cold email,Customer data platform,Asked about pricing for customer data platform and onboarding support,USA,2022-09-20,2022-10-18,46,,54.6,5,0,NA,crm_export,1
50879,BluePeak Group,FIN,Finance,Paid search,Marketing automation,Looking for marketing automation for a finance team before Q2,Italy,2021-07-22,2021-07-24,6,4923008.83,45.8,5,0,,crm_export,1
50880,Nova Solutions,MFG,Manufacturing,Referral,Forecasting dashboard,Wants a demo focused on lead scoring and integration options,Australia,2022-07-27,2022-04-14,347,7586815.35,27.1,7,0,,crm_export,0
50881,Vertex Labs,RETL,Retail,LinkedIn,Data warehouse,Comparing vendors for data warehouse after a failed spreadsheet rollout,France,2024-12-27,2024-09-16,86,13426510.42,25.2,5,0,needs security review,crm_export,0
50882,Nimbus Analytics,EDU,Education,Paid search,Marketing automation,Needs help replacing legacy BI tool with marketing automation,Brasil,2024-06-09,2024-02-05,10,6203119.44,68.2,4,0,,crm_export,0
50883,BluePeak Group,MFG,Manufacturing,Webinar,Marketing automation,Comparing vendors for marketing automation after a failed CRM rollout,Germany,2021-01-01,2021-06-28,42,2015151.23,67.1,6,1,follow up next quarter,crm_export,1
50884,Summit Group,TRVL,Travel,,Forecasting dashboard,"Procurement requested details about forecasting, pricing, and security",Brasil,2024-08-21,2024-04-27,97,3014714.87,66.5,3,0,NA,crm_export,0
50885,Nova Group,MFG,Manufacturing,LinkedIn,Data warehouse,Comparing vendors for data warehouse after a failed CRM rollout,Australia,2022-08-05,2022-07-06,49,5616084.12,11.5,6,1,asked about pricing,crm_export,0
50886,Summit Solutions,MFG,Manufacturing,Referral,Marketing automation,Wants a demo focused on lead scoring and integration options,Spain,2021-05-19,2021-07-14,82,3758720.39,78.7,5,0,,crm_export,0
50887,Acme Analytics,MFG,,Partner,Forecasting dashboard,Asked about pricing for forecasting dashboard and onboarding support,Australia,2021-09-06,2021-11-27,5,8530497.8,68.7,7,1,,crm_export,1
50888,Summit Labs,EDU,Education,Referral,Marketing automation,Asked about pricing for marketing automation and onboarding support,Australia,2023-01-09,2023-03-25,145,4758568.29,28.4,5,0,,crm_export,0
50889,Summit Systems,FIN,Finanace,Website,Security audit,Looking for security audit for a operations team before Q1,India,2024-06-16,2024-11-04,53,14220913.65,34.3,8,1,,crm_export,1
50890,Acme Systems,EDU,Education,Referral,Analytics platform,Asked about pricing for analytics platform and onboarding support,Brasil,2025-11-22,,64,5288455.58,69.2,5,1,NA,crm_export,1
50891,Acme Systems,MFG,Manufacturing,Paid search,Customer data platform,Comparing vendors for customer data platform after a failed warehouse rollout,Canada,2024-09-10,2024-03-08,175,2077202.33,64.7,5,1,,crm_export,0
50892,Summit Solutions,HLTH,Healthcare,Website,Analytics platform,Looking for analytics platform for a data team before Q3,Spain,2024-02-26,2024-04-05,282,7539494.48,NA,4,0,follow up next quarter,crm_export,1
50893,Vertex Systems,EDU,Educaton,Partner,Customer data platform,Wants a demo focused on compliance and integration options,Italy,2022-11-14,2022-05-23,24,42685177.97,61.5,4,0,,crm_export,1
50894,Vertex Group,EDU,Education,Conference,Security audit,Wants a demo focused on lead scoring and integration options,India,2025-04-16,2025-09-18,130,2009408.47,59.8,3,0,NA,crm_export,1
50895,Nova Labs,MFG,Manufacturing,Partner,Security audit,Looking for security audit for a finance team before Q4,France,2022-02-25,2022-06-12,38,9814686.79,35.9,10,0,NA,crm_export,0
50896,Vertex Group,MFG,Manufacturing,Conference,Security audit,Needs help replacing legacy warehouse with security audit,Italia,2022-03-21,2022-08-23,24,21185787.28,75.0,5,0,follow up next quarter,crm_export,0
50897,Summit Solutions,TECH,Technology,Conference,Data warehouse,"Procurement requested details about reporting, pricing, and security",Brasil,2023-11-24,2023-05-02,248,10821963.63,71.7,4,0,,crm_export,1
50898,Summit Labs,MFG,Manufacturing,Conference,Security audit,"Procurement requested details about compliance, pricing, and security",France,2021-08-26,2021-07-16,56,10165058.25,49.3,7,1,follow up next quarter,crm_export,1
50899,Summit Labs,MFG,Manufacturing,Cold email,Customer data platform,Asked about pricing for customer data platform and onboarding support,Brazil,2023-10-14,2023-01-28,27,8098105.12,78.3,12,0,,crm_export,1
50900,BluePeak Analytics,TRVL,Travel,,Forecasting dashboard,Asked about pricing for forecasting dashboard and onboarding support,India,2023-09-17,,162,1621443.27,59.8,9,1,asked about pricing,crm_export,1
50901,Summit Analytics,TRVL,Trave,LinkedIn,Data warehouse,Needs help replacing legacy BI tool with data warehouse,India,2025-01-24,2025-07-06,204,,65.2,4,0,NA,crm_export,0
50902,Summit Systems,TECH,Technology,Partner,Customer data platform,Wants a demo focused on lead scoring and integration options,Canada,2022-08-04,2022-11-13,44,3289375.33,69.6,4,1,NA,crm_export,1
50903,Acme Systems,HLTH,Healthcare,Paid search,Forecasting dashboard,Wants a demo focused on lead scoring and integration options,Brazil,2021-12-22,2021-04-27,92,4098285.46,100.0,4,0,NA,crm_export,1
50904,Summit Group,RETL,Retail,Website,Marketing automation,Wants a demo focused on compliance and integration options,India,2023-04-28,2023-08-06,46,4641122.65,66.2,4,0,,crm_export,0
50905,Acme Group,EDU,Education,Cold email,Marketing automation,Asked about pricing for marketing automation and onboarding support,Canada,2022-11-16,2022-10-11,127,71428540.7,50.9,6,0,,crm_export,0
50906,Acme Labs,MEDIA,Media,Referral,Customer data platform,Looking for customer data platform for a marketing team before Q1,France,2022-09-27,2022-06-11,110,14436848.9,61.0,4,0,asked about pricing,crm_export,1
50907,Nimbus Solutions,EDU,Education,Cold email,Analytics platform,Needs help replacing legacy warehouse with analytics platform,Germany,2025-01-12,2025-11-16,221,23519531.66,38.8,6,0,,crm_export,0
50908,Vertex Labs,EDU,Education,Website,Analytics platform,Looking for analytics platform for a operations team before Q4,UK,2024-10-05,2024-12-28,362,12239069.98,77.3,6,0,needs security review,crm_export,0
50909,Acme Solutions,MFG,Manufacturing,Conference,Security audit,"Procurement requested details about reporting, pricing, and security",India,2022-01-06,2022-12-23,49,1950626.85,48.6,5,1,,crm_export,1
50910,BluePeak Analytics,TRVL,Trave,Webinar,Forecasting dashboard,Asked about pricing for forecasting dashboard and onboarding support,Australia,2023-06-10,2023-04-09,178,4230575.17,60.0,6,0,asked about pricing,crm_export,0
50911,Summit Analytics,TECH,Technology,Referral,CRM integration,Comparing vendors for crm integration after a failed spreadsheet rollout,Italia,2024-01-18,2024-09-01,29,4470850.29,51.2,4,1,asked about pricing,crm_export,0
50912,Nimbus Analytics,FIN,Finance,NA,Forecasting dashboard,Asked about pricing for forecasting dashboard and onboarding support,India,2023-12-01,2023-02-18,56,25109579.71,53.1,3,0,asked about pricing,crm_export,1
50913,Acme Systems,HLTH,Healthcare,Referral,Security audit,Asked about pricing for security audit and onboarding support,Brazil,2022-11-16,2022-07-17,61,2121960.21,91.5,1,0,needs security review,crm_export,0
50914,Nimbus Labs,MFG,Manufacturing,Webinar,Marketing automation,Wants a demo focused on lead scoring and integration options,France,2024-05-16,2024-10-23,27,14737152.83,53.6,0,0,asked about pricing,crm_export,0
50915,Summit Group,MEDIA,Media,Webinar,Security audit,Comparing vendors for security audit after a failed spreadsheet rollout,United States,2025-10-25,2025-11-19,29,1564391.13,64.1,2,0,,crm_export,0
50916,Vertex Solutions,MEDIA,Media,Referral,Data warehouse,Comparing vendors for data warehouse after a failed warehouse rollout,Australia,2023-11-23,2023-04-14,35,49754321.03,63.4,1,0,asked about pricing,crm_export,0
50917,Summit Systems,TRVL,Travel,Referral,Analytics platform,Comparing vendors for analytics platform after a failed CRM rollout,Italia,2025-12-09,2025-04-06,72,8822280.55,65.4,3,0,asked about pricing,crm_export,1
50918,BluePeak Solutions,MFG,Manufacturing,LinkedIn,Data warehouse,Needs help replacing legacy spreadsheet with data warehouse,Canada,2024-12-13,2024-06-16,299,3617722.69,52.3,4,0,,crm_export,0
50919,Nova Group,MFG,Manufacturing,LinkedIn,Data warehouse,"Procurement requested details about lead scoring, pricing, and security",Brazil,2024-02-14,2024-09-20,19,3696481.7,52.2,5,1,needs security review,crm_export,1
50920,Summit Analytics,EDU,Educaton,Cold email,CRM integration,Needs help replacing legacy warehouse with crm integration,India,NA,2023-03-28,306,74169290.71,95.4,6,0,asked about pricing,crm_export,1
50921,Vertex Solutions,RETL,Retail,Cold email,Marketing automation,"Procurement requested details about reporting, pricing, and security",Canada,2024-05-21,2024-08-03,255,2358198.16,48.5,3,0,,crm_export,1
50922,Summit Systems,HLTH,Healthcare,Referral,Analytics platform,"Procurement requested details about lead scoring, pricing, and security",Australia,2022-08-18,2022-11-02,55,16145830.82,48.2,3,1,needs security review,crm_export,0
50923,Nimbus Solutions,RETL,Retail,,Data warehouse,Wants a demo focused on reporting and integration options,United Kingdom,2024-01-18,2024-09-26,21,10092640.43,50.8,7,1,,crm_export,0
50924,Summit Solutions,HLTH,Healthcare,LinkedIn,Analytics platform,Comparing vendors for analytics platform after a failed warehouse rollout,France,2025-05-02,2025-07-20,76,2420865.61,62.4,6,0,,crm_export,1
50925,Acme Solutions,EDU,Educaton,Webinar,Data warehouse,Asked about pricing for data warehouse and onboarding support,U.K.,2024-07-09,2024-05-23,93,1671133.06,77.5,8,0,asked about pricing,crm_export,1
50926,Vertex Systems,EDU,Education,Website,Analytics platform,Asked about pricing for analytics platform and onboarding support,Italy,2023-08-03,2023-10-19,46,7396357.94,90.2,3,0,,crm_export,1
50927,BluePeak Solutions,FIN,Finance,Cold email,Forecasting dashboard,Needs help replacing legacy spreadsheet with forecasting dashboard,United States of America,2024-08-26,2024-04-23,21,9983247.75,51.9,7,0,,crm_export,0
50928,BluePeak Systems,FIN,Finance,Conference,Security audit,Asked about pricing for security audit and onboarding support,Brasil,2021-12-19,2021-11-15,84,13142610.46,3.2,2,1,,crm_export,0
50929,Summit Group,FIN,Finance,Partner,Marketing automation,Comparing vendors for marketing automation after a failed spreadsheet rollout,Australia,2024-07-04,2024-09-07,79,3586945.09,54.1,6,1,needs security review,crm_export,0
50930,Acme Group,RETL,Retail,,Customer data platform,"Procurement requested details about reporting, pricing, and security",Italy,2023-08-15,2023-07-03,48,,13.6,3,0,needs security review,crm_export,0
